,active,age,birth_city,birth_country,birth_date,birth_state,college,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,last_name,metadata,news_updated,number,pandascore_id,player_id,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,search_rank,sport,sportradar_id,stats_id,status,swish_id,team,weight,yahoo_id,years_exp
2532,True,,,,,,Texas,,,,,[<NFLPosition.OL: 'OL'>],Derek,,#derekkerstetter-NFL-FA-63,77,San Antonio Reagan (TX),,,,InjuryStatus.NA,Kerstetter,,,63.0,,8771,NFLPosition.OL,,PracticeParticipation.NA,,,derek,derekkerstetter,kerstetter,9999999.0,Sport.NFL,68d7e690-d2eb-11ec-96a0-c3471a31202c,,NFLPlayerStatus.ACTIVE,1067006.0,NFLTeam.NA,310,,0.0
2533,False,28.0,,,1992-02-06,,Southern Methodist,,,16914.0,16660.0,[<NFLPosition.DB: 'DB'>],Kenneth,00-0031186,#kennethacker-NFL-FA-33,"6'0""",Grant (OR),,,,InjuryStatus.NA,Acker,,1536424801746.0,33.0,,2253,NFLPosition.CB,,PracticeParticipation.NA,9768.0,,kenneth,kennethacker,acker,9999999.0,Sport.NFL,101b9211-4f92-4024-8978-b4df2eec3c74,559024.0,NFLPlayerStatus.INJURED_RESERVE,,NFLTeam.NA,195,27708.0,6.0
2534,True,26.0,,,1995-09-27,,Kentucky,,,3126330.0,21154.0,[<NFLPosition.OL: 'OL'>],Bunchy, 00-0035372,#bunchystallings-NFL-FA-64,74,Spain Park,,,,InjuryStatus.NA,Stallings,,,64.0,,6414,NFLPosition.C,,PracticeParticipation.NA,13680.0,,bunchy,bunchystallings,stallings,9999999.0,Sport.NFL,8ae7ee0a-772f-441e-be2e-45508751d44b,,NFLPlayerStatus.ACTIVE,,NFLTeam.NA,324,32099.0,3.0
2535,True,26.0,,,1995-03-17,,Richmond,,,3049872.0,19913.0,[<NFLPosition.QB: 'QB'>],Kyle,00-0034369,#kylelauletta-NFL-FA-0,75,Downingtown East (PA),,,,InjuryStatus.NA,Lauletta,,1641337528950.0,0.0,,4996,NFLPosition.QB,,PracticeParticipation.NA,12818.0,13206.0,kyle,kylelauletta,lauletta,612.0,Sport.NFL,d11ad65e-9d24-4157-9f5b-ef8495bcc791,751855.0,NFLPlayerStatus.ACTIVE,751855.0,NFLTeam.NA,222,31078.0,4.0
2536,True,24.0,,,1998-07-22,,LSU,,,,,[<NFLPosition.DL: 'DL'>],Tyler,,#tylershelvin-NFL-FA-99,75,Notre Dame (LA),,,,InjuryStatus.NA,Shelvin,,1660588829543.0,99.0,,7718,NFLPosition.DT,,PracticeParticipation.NA,15185.0,,tyler,tylershelvin,shelvin,9999999.0,Sport.NFL,58359280-c012-46af-8b1a-358a24159421,,NFLPlayerStatus.ACTIVE,976662.0,NFLTeam.NA,350,,1.0
2537,True,24.0,,,1997-04-16,,West Georgia,,,3917200.0,21355.0,[<NFLPosition.WR: 'WR'>],Malik, 00-0035031,#malikhenry-NFL-FA-7,72,Tift County (GA),,,,InjuryStatus.NA,Henry,,1601508912139.0,7.0,,6552,NFLPosition.WR,,PracticeParticipation.NA,14070.0,,malik,malikhenry,henry,9999999.0,Sport.NFL,1a97a708-09bb-4f04-94e0-8aac160de8db,871255.0,NFLPlayerStatus.ACTIVE,,NFLTeam.NA,175,32323.0,3.0
2538,True,29.0,,,1992-12-03,,TCU,,,2576019.0,17939.0,[<NFLPosition.WR: 'WR'>],Josh,00-0032760,#joshdoctson-NFL-FA-0,74,Mansfield Legacy (TX),,,,InjuryStatus.NA,Doctson,,1634092203869.0,0.0,,3178,NFLPosition.WR,,PracticeParticipation.NA,10852.0,11289.0,josh,joshdoctson,doctson,9999999.0,Sport.NFL,c80914e5-5b9b-4ed8-a993-bcdf5f77f5f6,592413.0,NFLPlayerStatus.ACTIVE,592413.0,NFLTeam.NA,206,29256.0,6.0
2539,True,26.0,,,1996-11-09,,North Carolina State,1.0,SWR,3916433.0,20876.0,[<NFLPosition.WR: 'WR'>],Jakobi, 00-0034960,#jakobimeyers-NFL-NE-16,74,Arabia Mountain (GA),,,,InjuryStatus.QUESTIONABLE,Meyers,{'injury_override_regular_2020_5': 'COV'},1671060630226.0,16.0,,5947,NFLPosition.WR,,PracticeParticipation.NA,13517.0,14220.0,jakobi,jakobimeyers,meyers,167.0,Sport.NFL,73e194d1-a4b7-4de4-b1c2-3c24ef502918,880151.0,NFLPlayerStatus.ACTIVE,880151.0,NFLTeam.NE,200,32231.0,3.0
2540,True,22.0,,,1999-12-29,,Kentucky,2.0,RG,,,[<NFLPosition.OG: 'OG'>],Darian,,#dariankinnard-NFL-KC-75,77,Saint Ignatius (OH),,,,InjuryStatus.NA,Kinnard,,1651347919166.0,75.0,,8472,NFLPosition.T,,PracticeParticipation.NA,16048.0,,darian,dariankinnard,kinnard,9999999.0,Sport.NFL,650c8ab6-958d-47b6-bdc0-62fe852a4f10,,NFLPlayerStatus.ACTIVE,1113388.0,NFLTeam.KC,322,,0.0
2541,False,31.0,,,1990-09-05,,"Concordia, St. Paul",,,16959.0,16050.0,[<NFLPosition.DL: 'DL'>],Zach,00-0031081,#zachmoore-NFL-FA-56,78,Simeon Academy (IL),,,,InjuryStatus.NA,Moore,,1512265201485.0,56.0,,1843,NFLPosition.DE,,PracticeParticipation.NA,9682.0,,zach,zachmoore,moore,9999999.0,Sport.NFL,63175907-f9fc-4a3a-a376-d8e3a76d7964,824041.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,275,27726.0,8.0
2542,False,,,,,,Buffalo,,,,20806.0,[<NFLPosition.LB: 'LB'>],Khalil,,#khalilhodge-NFL-FA-0,"6'0""",,,,,InjuryStatus.NA,Hodge,,,0.0,,6052,NFLPosition.ILB,,PracticeParticipation.NA,,,khalil,khalilhodge,hodge,9999999.0,Sport.NFL,,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,238,,0.0
2543,True,,,,,,,,,,19789.0,,Jeremy,,#jeremybates-NFL-FA-0,,,,,,InjuryStatus.NA,Bates,,,0.0,,4891,NFLPosition.NA,,PracticeParticipation.NA,,13071.0,jeremy,jeremybates,bates,9999999.0,Sport.NFL,,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,,,0.0
2544,True,25.0,,,1997-11-05,,Alabama,,,4035425.0,20947.0,[<NFLPosition.DB: 'DB'>],Saivion, 00-0035370,#saivionsmith-NFL-DET-29,73,IMG Academy (FL),,,,InjuryStatus.OUT,Smith,,1666244114836.0,29.0,,6138,NFLPosition.CB,,PracticeParticipation.NA,13589.0,,saivion,saivionsmith,smith,9999999.0,Sport.NFL,5f871c3c-9df8-4869-a967-9df253747a73,,NFLPlayerStatus.INACTIVE,910608.0,NFLTeam.DET,200,32097.0,3.0
2545,True,24.0,,,1997-12-22,,Arkansas,,,,,[<NFLPosition.TE: 'TE'>],Feleipe,,#feleipefranks-NFL-ATL-15,78,Wakulla (FL),,,,InjuryStatus.NA,Franks,{'source_id': '7339c3e1-8890-4965-b79b-f265d7864344'},1669568445129.0,15.0,,7531,NFLPosition.TE,,PracticeParticipation.NA,15324.0,,feleipe,feleipefranks,franks,278.0,Sport.NFL,79a849be-0552-4da9-89ff-11d20a7a764a,,NFLPlayerStatus.ACTIVE,910377.0,NFLTeam.ATL,234,,1.0
2546,False,30.0,,,1989-12-14,,Cincinnati,,,14888.0,14421.0,[<NFLPosition.RB: 'RB'>],Isaiah,,#isaiahpead-NFL-FA-22,"5'10""",Eastmoor Academy (OH),,,,InjuryStatus.NA,Pead,,,22.0,,1206,NFLPosition.RB,,PracticeParticipation.NA,8060.0,,isaiah,isaiahpead,pead,9999999.0,Sport.NFL,37acea2b-df62-4aa6-a064-cf63f20efc12,448246.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,204,25760.0,8.0
2547,True,23.0,,,1998-09-14,,Baylor,,,,,[<NFLPosition.RB: 'RB'>],Abram,,#abramsmith-NFL-FA-33,71,Abilene (TX),,,,InjuryStatus.NA,Smith,{'source_id': '8af4097f-cb81-4ef4-a5be-cc72796df1b0'},1661706907839.0,33.0,,8190,NFLPosition.RB,,PracticeParticipation.NA,16109.0,,abram,abramsmith,smith,507.0,Sport.NFL,00b1c740-cc9f-11ec-952e-a10f2c98fc4d,,NFLPlayerStatus.ACTIVE,977908.0,NFLTeam.NA,221,,0.0
2548,True,24.0,,,1997-10-27,,Southeastern Louisiana,,,,,[<NFLPosition.QB: 'QB'>],Cole,,#colekelley-NFL-FA-12,79,Teurlings Catholic (LA),,,,InjuryStatus.NA,Kelley,{'source_id': 'f75b520e-3e35-4579-b033-dfbb17991a61'},1659903056236.0,12.0,,8224,NFLPosition.QB,,PracticeParticipation.NA,15972.0,,cole,colekelley,kelley,9999999.0,Sport.NFL,799d4b00-ca62-11ec-bdda-4fe5bed84950,,NFLPlayerStatus.ACTIVE,920904.0,NFLTeam.NA,250,,0.0
2549,False,28.0,,,1990-07-09,,North Carolina,,,14853.0,13696.0,[<NFLPosition.LB: 'LB'>],Michael,,#michaelmcadoo-NFL-FA-66,"6'7""",,,,,InjuryStatus.NA,McAdoo,,,66.0,,1021,NFLPosition.ILB,,PracticeParticipation.NA,7954.0,,michael,michaelmcadoo,mcadoo,9999999.0,Sport.NFL,f521f50a-4073-4bc4-86e0-bfc6c0282f6b,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,245,25683.0,3.0
2550,False,29.0,,,1991-05-10,,Temple,,,14891.0,14687.0,[<NFLPosition.RB: 'RB'>],Bernard,,#bernardpierce-NFL-FA-30,"6'0""",Glen Mills (PA),,,,InjuryStatus.NA,Pierce,,,30.0,,1263,NFLPosition.RB,,PracticeParticipation.NA,8035.0,,bernard,bernardpierce,pierce,9999999.0,Sport.NFL,c5dfc54e-fd64-468f-81a8-073918776412,513119.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,230,25794.0,8.0
2551,True,27.0,,,1994-08-06,,Wake Forest,,,3039793.0,20519.0,[<NFLPosition.TE: 'TE'>],Cam,00-0034863,#camserigne-NFL-FA-86,75,Briar Woods,,,,InjuryStatus.NA,Serigne,,,86.0,,5774,NFLPosition.TE,,PracticeParticipation.NA,12753.0,,cam,camserigne,serigne,9999999.0,Sport.NFL,db2b100c-1931-460d-a80a-3d7d3786e80b,740272.0,NFLPlayerStatus.ACTIVE,,NFLTeam.NA,240,31770.0,4.0
2552,True,29.0,,,1992-12-16,,Wisconsin,,,2977804.0,19639.0,[<NFLPosition.QB: 'QB'>],Bart,,#barthouston-NFL-FA-8,76,De La Salle (CA),,,,InjuryStatus.NA,Houston,,,8.0,,4728,NFLPosition.QB,,PracticeParticipation.NA,12261.0,,bart,barthouston,houston,9999999.0,Sport.NFL,6b97e391-d564-48b4-beeb-e97917200157,652527.0,NFLPlayerStatus.ACTIVE,,NFLTeam.NA,235,30872.0,5.0
2553,True,29.0,,,1993-03-31,,Maryland,2.0,DE,2577078.0,18065.0,[<NFLPosition.DL: 'DL'>],Quinton,00-0032416,#quintonjefferson-NFL-SEA-77,76,Woodland Hills (PA),,,,InjuryStatus.NA,Jefferson,,1647664828003.0,77.0,,3304,NFLPosition.DT,,PracticeParticipation.NA,11069.0,,quinton,quintonjefferson,jefferson,9999999.0,Sport.NFL,c187d2b3-5d96-4035-a166-db6689b463bf,605443.0,NFLPlayerStatus.ACTIVE,605443.0,NFLTeam.SEA,291,29381.0,6.0
2554,False,,,,,,,,,,18867.0,,Jack,,#jackdelrio-NFL-FA-0,,,,,,InjuryStatus.NA,Del Rio,,,0.0,,4025,NFLPosition.NA,,PracticeParticipation.NA,,9378.0,jack,jackdelrio,delrio,9999999.0,Sport.NFL,,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,,,0.0
2555,False,31.0,,,1989-08-01,,Boise State,,,14937.0,14189.0,[<NFLPosition.LB: 'LB'>],Shea,,#sheamcclellin-NFL-FA-58,"6'3""",Marsing (ID),,,,InjuryStatus.NA,McClellin,,1527711901542.0,58.0,,1150,NFLPosition.LB,,PracticeParticipation.NA,8147.0,7518.0,shea,sheamcclellin,mcclellin,9999999.0,Sport.NFL,96981fd3-bd93-4134-84fc-3506197ac7eb,381820.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,250,25729.0,8.0
2556,True,30.0,,,1992-02-29,,UCLA,1.0,MLB,2510863.0,16806.0,[<NFLPosition.LB: 'LB'>],Eric,00-0031554,#erickendricks-NFL-MIN-54,72,Hoover (CA),,,,InjuryStatus.NA,Kendricks,,1670980522312.0,54.0,,2350,NFLPosition.LB,,PracticeParticipation.NA,10353.0,10362.0,eric,erickendricks,kendricks,135.0,Sport.NFL,b345f3db-d5aa-43ba-9f17-914c54864236,,NFLPlayerStatus.ACTIVE,553123.0,NFLTeam.MIN,232,28433.0,7.0
2557,True,28.0,,,1993-10-07,,San Jose State,,,2573974.0,18041.0,[<NFLPosition.RB: 'RB'>],Tyler,00-0032404,#tylerervin-NFL-FA-32,70,Colton (CA),,,,InjuryStatus.QUESTIONABLE,Ervin,,1612979149228.0,32.0,,3280,NFLPosition.RB,,PracticeParticipation.NA,10995.0,11355.0,tyler,tylerervin,ervin,376.0,Sport.NFL,442eb96a-deb6-4e73-b65a-a2bb25ffa968,602461.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,185,29353.0,6.0
2558,False,26.0,,,1995-11-22,,Georgia,,,2979174.0,19141.0,[<NFLPosition.WR: 'WR'>],Reggie,,#reggiedavis-NFL-FA-0,72,Lincoln (FL),,,,InjuryStatus.NA,Davis,,,0.0,,4778,NFLPosition.WR,,PracticeParticipation.NA,,,reggie,reggiedavis,davis,9999999.0,Sport.NFL,3411b31b-9800-4f5b-a43f-4564c9530627,695743.0,NFLPlayerStatus.INACTIVE,734314.0,NFLTeam.NA,170,30451.0,5.0
2559,True,29.0,,,1992-11-28,,Brigham Young,,,2575636.0,18406.0,[<NFLPosition.OL: 'OL'>],Ryker, 00-0032885,#rykermathews-NFL-FA-0,78,American Fork,,,,InjuryStatus.NA,Mathews,,1547505915625.0,0.0,,3619,NFLPosition.OT,,PracticeParticipation.NA,11509.0,,ryker,rykermathews,mathews,9999999.0,Sport.NFL,f9344384-6d80-416e-aec8-876683583801,,NFLPlayerStatus.ACTIVE,,NFLTeam.NA,322,29858.0,6.0
2560,False,39.0,,,1980-10-08,,Western Illinois,,,4607.0,383.0,[<NFLPosition.P: 'P'>],Mike,,#mikescifres-NFL-FA-5,"6'2""",Destrehan (LA),,,,InjuryStatus.NA,Scifres,,,5.0,,9,NFLPosition.P,,PracticeParticipation.NA,3210.0,,mike,mikescifres,scifres,9999999.0,Sport.NFL,10cbd345-4c04-4f4a-96e0-b7f398c751d9,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,215,6485.0,17.0
2561,False,29.0,,,1990-11-15,,Florida State,,,16826.0,16053.0,[<NFLPosition.OL: 'OL'>],Bryan,,#bryanstork-NFL-FA-66,"6'4""",Vero Beach (FL),,,,InjuryStatus.NA,Stork,,,66.0,,1846,NFLPosition.C,,PracticeParticipation.NA,9432.0,9653.0,bryan,bryanstork,stork,9999999.0,Sport.NFL,86e6715b-d60c-4e05-898b-777c9f861db1,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,310,27633.0,6.0
2562,False,30.0,,,1990-07-16,,Mississippi State,,,14898.0,13991.0,[<NFLPosition.RB: 'RB'>],Vick,,#vickballard-NFL-FA-26,"5'10""",Pascagoula (MS),,,,InjuryStatus.NA,Ballard,,,26.0,,1106,NFLPosition.RB,,PracticeParticipation.NA,8072.0,7615.0,vick,vickballard,ballard,9999999.0,Sport.NFL,3a4f8a1f-8425-4109-9ba3-9899f79f2532,543055.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,224,25880.0,8.0
2563,False,32.0,,,1988-03-14,,James Madison,,,13422.0,12157.0,"[<NFLPosition.LB: 'LB'>, <NFLPosition.DL: 'DL'>]",Arthur,00-0027777,#arthurmoats-NFL-FA-93,"6'0""",Churchland (VA),,,,InjuryStatus.NA,Moats,,1560220550145.0,93.0,,702,NFLPosition.LB,,PracticeParticipation.NA,6753.0,,arthur,arthurmoats,moats,9999999.0,Sport.NFL,e65e1798-fa0c-416c-a88b-c28fc7f6a574,327684.0,NFLPlayerStatus.INJURED_RESERVE,,NFLTeam.NA,246,24154.0,10.0
2564,False,27.0,,,1994-03-15,,"Miami, O.",,,2978064.0,18352.0,[<NFLPosition.LB: 'LB'>],Bryson,00-0032491,#brysonalbright-NFL-FA-54,77,St. Xavier (OH),,,,InjuryStatus.NA,Albright,,1533692141329.0,54.0,,3575,NFLPosition.OLB,,PracticeParticipation.NA,11318.0,,bryson,brysonalbright,albright,9999999.0,Sport.NFL,1d9fa156-0e17-4de2-8ee4-6756ea760066,697223.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,235,29546.0,6.0
2565,False,32.0,,,1987-11-04,,Cornell,,,13662.0,13595.0,[<NFLPosition.WR: 'WR'>],Bryan,,#bryanwalters-NFL-FA-81,"6'0""",Juanita (WA),,,,InjuryStatus.NA,Walters,,,81.0,,1009,NFLPosition.WR,,PracticeParticipation.NA,6858.0,,bryan,bryanwalters,walters,9999999.0,Sport.NFL,ec56adb7-2414-4ca4-823e-c990fd083a77,325993.0,NFLPlayerStatus.INJURED_RESERVE,,NFLTeam.NA,190,24436.0,10.0
2566,True,26.0,,,1996-02-21,,West Virginia,2.0,LT,3116455.0,21004.0,[<NFLPosition.OL: 'OL'>],Yodny, 00-0035252,#yodnycajuste-NFL-NE-72,77,Miramar (FL),,,,InjuryStatus.QUESTIONABLE,Cajuste,{'injury_override_regular_2020_5': 'COV'},1670889610920.0,72.0,,5891,NFLPosition.OL,,PracticeParticipation.NA,13763.0,,yodny,yodnycajuste,cajuste,9999999.0,Sport.NFL,1be82e0f-4b22-4a82-b3fc-5835aa214f7a,,NFLPlayerStatus.ACTIVE,830481.0,NFLTeam.NE,310,31933.0,3.0
2567,True,25.0,,,1997-01-21,,SMU,,,3916220.0,22461.0,[<NFLPosition.DL: 'DL'>],Delontae,,#delontaescott-NFL-FA-91,77,Nimitz (TX),,,,InjuryStatus.NA,Scott,,1611721212100.0,91.0,,7487,NFLPosition.LB,,PracticeParticipation.NA,15031.0,,delontae,delontaescott,scott,9999999.0,Sport.NFL,d13f374b-649e-4762-bcbe-660c6dcc2131,,NFLPlayerStatus.ACTIVE,877915.0,NFLTeam.NA,245,33232.0,2.0
2568,True,24.0,,,1998-07-30,,Fresno State,,,,,[<NFLPosition.DL: 'DL'>],Kevin,,#kevinatkins-NFL-FA-77,74,Vista Murrieta (CA),,,,InjuryStatus.NA,Atkins,,,77.0,,8614,NFLPosition.DT,,PracticeParticipation.NA,16390.0,,kevin,kevinatkins,atkins,9999999.0,Sport.NFL,ae31d6a0-ca7c-11ec-97ae-e1573849d1a6,,NFLPlayerStatus.ACTIVE,913101.0,NFLTeam.NA,307,,0.0
2569,False,30.0,,,1991-03-24,,North Dakota State,,,2508192.0,16214.0,[<NFLPosition.DB: 'DB'>],Marcus, 00-0031151,#marcuswilliams-NFL-FA-31,71,Hopkins (MN),,,,InjuryStatus.NA,Williams,,1547849159614.0,31.0,,1960,NFLPosition.CB,,PracticeParticipation.NA,10001.0,,marcus,marcuswilliams,williams,9999999.0,Sport.NFL,02eb6a66-8d0d-42a4-a2c9-10e028908910,559857.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,196,28204.0,8.0
2570,True,33.0,,,1989-03-22,,Alabama,,,13993.0,13462.0,[<NFLPosition.OL: 'OL'>],James,00-0027963,#jamescarpenter-NFL-FA-77,77,Hephzibah (GA),,,,InjuryStatus.NA,Carpenter,,1640895342813.0,77.0,,989,NFLPosition.T,,PracticeParticipation.NA,7550.0,6595.0,james,jamescarpenter,carpenter,9999999.0,Sport.NFL,53b0a001-2efe-4009-8ff1-572b687d4397,,NFLPlayerStatus.ACTIVE,495450.0,NFLTeam.NA,321,24812.0,11.0
2571,True,27.0,,,1994-01-27,,Nebraska,,,2974307.0,19641.0,[<NFLPosition.TE: 'TE'>],Sam,,#samcotton-NFL-FA-85,77,Lincoln Southeast (NE),,,,InjuryStatus.NA,Cotton,,,85.0,,4730,NFLPosition.TE,,PracticeParticipation.NA,12263.0,,sam,samcotton,cotton,9999999.0,Sport.NFL,353060b2-4477-4ed6-b0c5-0da0198669ed,651617.0,NFLPlayerStatus.ACTIVE,,NFLTeam.NA,250,30876.0,5.0
2572,False,28.0,,,1989-04-01,,UAB,,,3060026.0,17193.0,[<NFLPosition.DB: 'DB'>],Jimmy,,#jimmyjean-NFL-FA-35,"6'2""",,,,,InjuryStatus.NA,Jean,,,35.0,,2725,NFLPosition.S,,PracticeParticipation.NA,,,jimmy,jimmyjean,jean,9999999.0,Sport.NFL,096943d8-5430-49ad-9788-7f38415d6a75,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,196,,0.0
2573,True,26.0,,,1996-01-15,,South Carolina,1.0,RWR,3126486.0,20932.0,[<NFLPosition.WR: 'WR'>],Deebo, 00-0035719,#deebosamuel-NFL-SF-19,72,Inman Chapman (SC),,Samuel suffered an injury during offseason workouts and will be out 12-16 weeks.,,InjuryStatus.OUT,Samuel,{'injury_override_regular_2020_8': 'Out'},1670973020949.0,19.0,,5872,NFLPosition.WR,,PracticeParticipation.NA,13429.0,14059.0,deebo,deebosamuel,samuel,20.0,Sport.NFL,628a6a0a-4fde-4024-8d7c-28674953d5af,835749.0,NFLPlayerStatus.INACTIVE,835749.0,NFLTeam.SF,215,31868.0,3.0
2574,True,29.0,,,1993-08-12,,Louisville,,,2576639.0,16842.0,"[<NFLPosition.OL: 'OL'>, <NFLPosition.OG: 'OG'>]",John,00-0032149,#johnmiller-NFL-FA-67,74,Central (FL),,,,InjuryStatus.NA,Miller,,1665530730810.0,67.0,,2386,NFLPosition.G,,PracticeParticipation.NA,10283.0,10486.0,john,johnmiller,miller,9999999.0,Sport.NFL,1a7ff6d7-85c8-4ef1-8db7-b629b451e368,,NFLPlayerStatus.ACTIVE,602237.0,NFLTeam.NA,303,28469.0,7.0
2575,True,25.0,,,1997-05-27,,Alabama,1.0,NT,3925354.0,19841.0,[<NFLPosition.DL: 'DL'>],Daron,00-0034333,#daronpayne-NFL-WAS-94,75,Shades Valley (AL),,,,InjuryStatus.NA,Payne,,1667886658684.0,94.0,,4976,NFLPosition.DT,,PracticeParticipation.NA,12618.0,13130.0,daron,daronpayne,payne,425.0,Sport.NFL,0a1be8da-5839-4768-bfe5-9fec74908268,,NFLPlayerStatus.ACTIVE,884053.0,NFLTeam.WAS,320,30983.0,4.0
2576,False,27.0,,,1993-02-22,,Rutgers,,,2582406.0,17458.0,[<NFLPosition.OL: 'OL'>],Kaleb,00-0031766,#kalebjohnson-NFL-FA-66,"6'4""",Edward H. White (FL),,,,InjuryStatus.NA,Johnson,,1534210861029.0,66.0,,2967,NFLPosition.G,,PracticeParticipation.NA,10714.0,,kaleb,kalebjohnson,johnson,9999999.0,Sport.NFL,284a3a87-2d1c-4e14-84a5-07d5c817a69c,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,300,28951.0,5.0
2577,True,31.0,,,1991-01-05,,Central Michigan,2.0,LT,15790.0,15046.0,"[<NFLPosition.OT: 'OT'>, <NFLPosition.OL: 'OL'>]",Eric,00-0030584,#ericfisher-NFL-MIA-79,79,Stoney Creek (MI),,,,InjuryStatus.NA,Fisher,,1670265355346.0,79.0,,1464,NFLPosition.OT,,PracticeParticipation.NA,8727.0,8392.0,eric,ericfisher,fisher,9999999.0,Sport.NFL,10bc7a15-0e66-4cdc-bec3-5a60b0b39159,,NFLPlayerStatus.ACTIVE,494864.0,NFLTeam.MIA,312,26624.0,9.0
2578,False,32.0,,,1985-02-11,,West Virginia,,,11428.0,8515.0,[<NFLPosition.DB: 'DB'>],Ryan,,#ryanmundy-NFL-FA-21,"6'1""",,,,,InjuryStatus.NA,Mundy,,,21.0,,364,NFLPosition.SS,,PracticeParticipation.NA,6201.0,,ryan,ryanmundy,mundy,9999999.0,Sport.NFL,ebd852f5-2c94-4db4-aa1d-d13c6beb9ec1,,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,209,,7.0
2579,True,28.0,,,1994-07-12,,Kansas State,,,2977689.0,19140.0,[<NFLPosition.DB: 'DB'>],Deante,00-0033222,#deanteburton-NFL-FA-40,74,Manhattan (KS),,,,InjuryStatus.NA,Burton,,1635192937758.0,40.0,,4294,NFLPosition.CB,,PracticeParticipation.NA,12649.0,,deante,deanteburton,burton,9999999.0,Sport.NFL,af433e33-5d77-47fd-b6ef-70815e6aa0a1,695723.0,NFLPlayerStatus.ACTIVE,695723.0,NFLTeam.NA,205,30450.0,5.0
2580,True,,,,,,UC Davis,,,,,[<NFLPosition.P: 'P'>],Daniel,,#danielwhalen-NFL-FA-0,78,Rancho Mirage (CA),,,,InjuryStatus.NA,Whalen,,,0.0,,8674,NFLPosition.P,,PracticeParticipation.NA,,,daniel,danielwhalen,whalen,9999999.0,Sport.NFL,cd141ff0-cc9e-11ec-952e-a10f2c98fc4d,,NFLPlayerStatus.ACTIVE,,NFLTeam.NA,215,,0.0
2581,False,27.0,,,1994-05-26,,Jacksonville State,,,3057517.0,19585.0,[<NFLPosition.DB: 'DB'>],Jaylen,00-0033826,#jaylenhill-NFL-FA-43,70,Marietta (GA),,,,InjuryStatus.NA,Hill,,1553053830310.0,43.0,,4684,NFLPosition.CB,,PracticeParticipation.NA,12347.0,,jaylen,jaylenhill,hill,9999999.0,Sport.NFL,57d6fd4d-29e1-46cf-a3b0-601cc5b3d48d,750318.0,NFLPlayerStatus.INACTIVE,,NFLTeam.NA,186,30846.0,5.0
2582,True,27.0,,,1995-07-11,,Ohio State,,,3051389.0,17915.0,"[<NFLPosition.LB: 'LB'>, <NFLPosition.DL: 'DL'>]",Joey,00-0033156,#joeybosa-NFL-LAC-97,77,St. Thomas Aquinas (FL),,,,InjuryStatus.IR,Bosa,,1670770252971.0,97.0,,3156,NFLPosition.LB,,PracticeParticipation.NA,10914.0,11207.0,joey,joeybosa,bosa,112.0,Sport.NFL,1ce88c74-024e-4288-94ee-5dca10362153,,NFLPlayerStatus.INACTIVE,728330.0,NFLTeam.LAC,280,29237.0,6.0
2583,True,26.0,,,1996-02-27,,Penn State,1.0,SWR,3116165.0,18880.0,[<NFLPosition.WR: 'WR'>],Chris,00-0033921,#chrisgodwin-NFL-TB-14,73,Middletown (PA),,,,InjuryStatus.NA,Godwin,,1670894710928.0,14.0,,4037,NFLPosition.WR,,PracticeParticipation.NA,11718.0,12201.0,chris,chrisgodwin,godwin,60.0,Sport.NFL,baa61bb5-f8d0-4f90-bbe2-028576b8d33d,835127.0,NFLPlayerStatus.ACTIVE,835127.0,NFLTeam.TB,208,30197.0,5.0
2584,True,26.0,,,1995-08-22,,San Diego,,,3061572.0,19725.0,[<NFLPosition.WR: 'WR'>],Brian,,#brianriley-NFL-FA-14,75,Rancho Bernardo (CA),,,,InjuryStatus.NA,Riley,,,14.0,,4815,NFLPosition.WR,,PracticeParticipation.NA,12365.0,,brian,brianriley,riley,9999999.0,Sport.NFL,bf377aee-7107-4655-be8e-73807d0331f6,752801.0,NFLPlayerStatus.ACTIVE,,NFLTeam.NA,200,30932.0,5.0
